sentence,token ,target,morph_weight,"BP_type
",meaning ,transliteration,
كَانَتِ الفُهُودُ تَجْرِي بِسُرْعَةٍ مُذْهِلَةٍ فِي السَّافَانَا.,الفُهُودُ ,فُهُود,فُعُول ,جمع كثرة,Tigers,fuhuwdu,
كانت العَذَارى في القرية يتجمعن معًا في الساحات لتبادل القصص والأغاني.,العَذَارى,عَذَارَى,فَعَالَى,جمع كثرة,Chairs,Ea*aAraY,
كانت الصورة تزينها وجوه كأنها وجوه الملائكة.,الملائكة,ملائكة,مَفاعِلَة,جمع كثرة,Angels,mlA}kp,
"كَانَتْ الصّورَةُ تُزَيِّنُها وُجوهٌ كَأَنَّهَا وُجوهُ المَلائِكَةِ .
", وُجوه,وُجوه,فُعُول ,جمع كثرة,Faces,wjwh,
كانت السَّحالِي تتحرك بسرعة على الصخور الدافئة في الصباح الباكر.,السَّحالِي,سحالِي,فَعَالِي,جمع كثرة,Deserts,s~aHAliy,
كانت الحَمائِل تتزين بالألوان الزاهية في المهرجان السنوي.,الحَمائِل ,حَمائِل ,فَعَائِل,جمع كثرة,Worries,HamA}il,
كَانَتِ البِحَارُ هَادِئَةً أَثْنَاءَ الرِّحْلَةِ البَحْرِيَّةِ.,البِحَارُ,بِحَارُ,فِعَال,جمع كثرة ,Seas,bHaAru,
كَانَتِ الأَنْوَارُ فِي الحَفْلِ زَاهِيَةً وَمُلَوَّنَةً., الأَنْوَارُ,أَنْوَارُ,أَفْعَال,جمع قلة,Lights,>anowaAru,
كانت الأمواج عالية خلال العاصفة، مما جعل السفر صعبًا.,الأمواج,أمواج,أَفْعَال,جمع قلة,Waves,>mwAj,
كانت الأمواج تتلاطم بقوة على صخور الشاطئ مع اقتراب العاصفة., الأمواج, أمواج,أَفْعَال,جمع قلة,Waves,>mwAj,
كانت أحمِرَةالمدينه تحمل الامتعه اثناء الرحلات,أحمِرَة,أحمِرَة,أَفْعِلَة,جمع قلة,donkeys,>Hmirap,
كان هناك العديد من المخاوف بين الناس بشأن الوضع الاقتصادي.,المخاوف,مخاوف,مَفَاعِل,جمع كثرة,Fears,mxAwf,
كان هناك العديد من الآراء المتناقضة بين المشاركين في الاجتماع.,الآراء,آراء,أَفْعَال,جمع قلة,Opinions,|rA',
كان على الطاهي أن ينظف الكِسَر المتناثرة بعد سقوط الطبق,الكِسَر,كِسَر,فِعَل,جمع كثرة,Pieces,kisar,
كَانَ ٱلْجَمِيعُ يَحْمِلُونَ أَمَانِيَهُمْ فِي قُلُوبِهِمْ، يَتَطَلَّعُونَ إِلَىٰ تَحْقِيقِهَا رَغْمَ ٱلصُّعُوبَاتِ,أَمَانِيَهُمْ,أماني,أَفَاعِيل,جمع كثرة,Wishes,>mAny,
كان النُوَّام يغطون في النوم العميق طوال الليل بسبب التعب.,النُوَّام,نُوَّام,فُعَّال,جمع كثرة,Sleepers,nuw~aAm,
كان الناس يرفعون أعْنَاقهم لتشاهد الحفل عن كثب,أعْنَاقهم,أعْنَاق,أَفْعَال,جمع قلة,Necks,>EonaAq,
كان المسافرون العِطاش يبحثون عن الماء,العِطاش,عِطاش,فِعَال,جمع كثرة,Thirsty,EiTA$,
كان المحاربون أَشِدّاء في الدفاع عن وطنهم ضد الأعداء.,أَشِدّاء,أَشِدّاء,"أَفْعِلاء
",جمع كثرة,Fierce,>a$id~A',
كان الكَسالَى في الفريق يتجنبون العمل الجماعي, الكَسالَى, كَسالَى,فَعَالَى,جمع كثرة,Claws,kasAlaY,
كان الكتاب يحتوي على أوْصَاف دقيقه للطبيعه الخلابه,أوْصَاف,أوْصَاف,أَفْعَال,جمع قلة,Descriptions,>woSaAf,
كان الفريق مكونًا من كَمَلة الخبراء في مجالهم، مما جعل المشروع ناجحًا., كَمَلة,كَمَلة,فَعَلَة,جمع كثرة,Words,kamalp,
كان الفِتْيَة في الحديقة يركضون بحماس وفرح.,الفِتْيَة,فِتْيَة,فِعْلَة,جمع قلة,Boys,fitoyap,
"كَانَ الفارِسُ يَمْتَطِي جَوادُهُ مُزَيِّنًا بالجَعافِرِ الذَّهَبيَّةِ اَلَّتِي تَلْمَعُ فِي الشَّمْسِ .
",بالجَعافِر,جَعافِر,فَعَالِل,جمع كثرة,Ja'afar,jaEAfir,
كان الغِلْمَةفي المدرسة يدرسون بجد ويساعدون بعضهم في حل الواجبات.,الغِلْمَة,غِلْمَة,فِعْلَة,جمع قلة,Boys/Young men,gilomap,
كان الضيوف في الحفل من الكِرام الذين يحظون باحترام الجميع., الكِرام,كِرام,فِعَال,جمع كثرة,Noble / Generous,kirAm,
كان الصندوق يحتوي على بضع ملاعق ملونة للأطفال.,ملاعق,مَلاعِق,مَفَاعِل,جمع كثرة,Spoons,malAEiqu,
"كان الصُغَّر يلعبون سوياً في الحديقة.""",الصُغَّر,صُغَّر,فُعَّل,جمع كثرة,The small ones,Sug~ar,
كان الشباب الظِراف في الحفل يضفون جوًا من البهجة والمرح., الظِراف,ظِراف,فِعَال,جمع كثرة,Handsome / Elegant,ZirAf,
كان السَّكَارَى يتمايلون في الشوارع فاقدين للوعي.,السَّكَارَى,سكارى,فَعَالَى,جمع كثرة,Drunkards,skArY,
"كان السَحَرَة  يستخدمون الحيل لإبهار الناس في العروض.""",السَحَرَة ,سَحَرَة ,فَعَلَة,جمع كثرة,Magicians,saHarap,
كان الزَّبَائِن راضين عن الخدمة الممتازة التي قدمتها المطعم,الزَّبَائِن,زَبَائِن,فَعَائِل,جمع كثرة,Customers,zabaA}in,
كان الراعي يرعى مجموعة من خِرفان في الحقل بهدوء.,خِرفان,خِرفان,فِعْلان,جمع كثرة,Sheep,xirfAn,
كان الجُنود يقفون بشجاعة في الميدان، مستعدين للدفاع عن وطنهم., الجُنود ,جُنود,فُعُول ,جمع كثرة,Soldiers,junwd,
كان الجنود الغِضاب مستعدين للدفاع عن وطنهم بكل شجاعة., الغِضاب,غِضاب,فِعَال,جمع كثرة,Angry,giDAb,
"كان الجميع يراقبون أَنْفُسَهم في المرآة بعد التمرين الطويل.""",أَنْفُسَهم,أَنْفُس,أَفْعُل,جمع قلة,Souls,>anofus,
كان الجُلَساء  في المجلس يتبادلون الأحاديث الممتعة بكل ود.,لجُلَساء,جُلَساء,فُعَلاء,جمع كثرة,Companions,julasA',
كان البَرَرَة يساعدون المحتاجين ويقدمون لهم العون بكل حب., البَرَرَة,بَرَرَة,فَعَلَة,جمع كثرة,Pious,bararap,
كان الأَخِلّاء يجتمعون كل مساء لتبادل الذكريات والضحكات.,الأَخِلّاء,أَخِلّاء,"أَفْعِلاء
",جمع كثرة,Close friends,>axil~A',
قُلُوبُ ٱلنَّقِيَّةِ تَعْكِسُ جَمَالَ أَصْحَابِهَا,قُلُوبُ ,قُلُوب,فُعُول ,جمع كثرة,Hearts,quluwbu,
قطفت العائلة ثماراً ناضجة من البستان.,ثماراً ,ثمار,"فِعَال
",جمع كثرة,Fruits,vimaAr,
قضينا يومًا بين وديان صحراوية.,وديان,وديان,فِعْلان,جمع كثرة,Valleys,wdyAn,
قضيت أوقاتًا ممتعة بجوار الأنهار الجارية.,أوقاتًا,أوقات,أَفْعَال,جمع قلة,Times,>wqAt,
قَضَى الأَطْفَالُ سَاعَاتٍ فِي اللَّعِبِ بِأَلْعَابِهِمُ الجَدِيدَةِ., بِأَلْعَابِهِمُ , أَلْعَاب,أَفْعَال,جمع قلة,Toys,>aloEaAb,
قسم الفَواضِل بين الفقراء والمحتاجين.,الفَواضِل,فَواضِل,فَوَاعِل ,جمع كثرة,Circles,fawADil,
قرأت عن حضارات الأمم القديمة.,الأمم,أمم,"فُعَل
",جمع كثرة,Nations,>mm,
قرأت عن العلماء وإنجازاتهم العظيمة.,العلماء,علماء,فُعَلاء,جمع كثرة,Scholars/Scientists,ElmA',
قرأتُ عن الحوادث المهمة في الصحيفة اليوم.,الحوادث,حوادث,فَوَاعِل, جمع كثرة,Accidents,HwAdv,
قرأت الصُحُف القديمة التي تحكي تاريخ المدينة.,الصُحُف,صُحُف,فُعُل,جمع كثرة,Newspapers/Scrolls,SuHuf,
قرأ الطلاب العديد من الأساطير القديمة التي تحكي عن أبطال من الماضي.,الأساطير,أساطير,أَفَاعِيل,جمع كثرة,Myths,>sATyr,
قدمت المطاعم أشهى الوجبات على الطاولات.,المطاعم,مطاعم,مَفَاعِل,جمع كثرة,Restaurants,mTAEm,
قدمت الفرقة المسرحية عدة  عُرُوض مميزة أبهرت الجمهور., عُرُوض, عُرُوض,فُعُول ,جمع كثرة,Shows,EuruwD,
قَدَّمَتِ الطَّالِبَةُ أَجْوِبَةً صَحِّيحَةً عَلَى الأَسْئِلَةِ.,أَجْوِبَة,أَجْوِبَة,أَفْعِلَة,جمع قلة,Answers,>ajowibap,
قدّم لها مجموعة من الخَواتِم الفاخرة بمناسبة عيد ميلادها.,الخَواتِم,خَواتِم,فَوَاعِل ,جمع كثرة,Paths,xawAtim,
قدم الموظفون التقارير الشهرية لمراجعة أداء المشروع.,التقارير,تقارير,تَفَاعِيل,جمع كثرة,Reports,tqAryr,
قَدَّمَ المَدِيرُ عِدَّةَ طُرُوحٍ لِتَحْسِينِ العَمَلِ., طُرُوح, طُرُوح,فُعُول ,جمع كثرة ,Pillows,TuruwH,
قدم المتحدث العديد من الحِجَج المقنعة لدعم موقفه,الحِجَج,حِجَج,فِعَل,جمع كثرة,Proofs,Hijaj,
قدم الفلاحون محاصيل الحقول إلى السوق.,الحقول,حقول,فُعُول , جمع كثرة,Fields,Hqwl,
قَدَّمَ البَنْكُ قُرُوضًا مَيْسَرَةً لِلْعُمَلَاءِ.,قُرُوضًا ,قُرُوض,فُعُول ,جمع كثرة ,Monkeys,quruwD,
قدم الأجناد تضحيات كبيرة في المعركة لتحرير الوطن.,الأجناد,أجناد,أَفْعَال,جمع قلة,Soldiers,>jnAd,
قَامَ ٱلْعُمَّالُ بِبِنَاءِ ٱلْمَنَازِلِ ٱلْجَدِيدَةِ بِسُرْعَةٍ,المَنَازِلِ , مَنَازِل,مَفَاعِل,جمع كثرة,Homes,manaAzili,
قام المصمم بوضع المرايا في الزوايا لإعطاء المكان اتساعًا., المرايا,مَرَايَا,مَفَاعِل,جمع كثرة,Mirrors,maraAyaA,
قام العاملون بتوزيع الأدوات اللازمة للعمل على جميع الفرق,الأَدَوات,أَدَوات,أَفْعَال,جمع قلة,Tools,>adawAt,
قام الطلاب بتنظيف الصفوف قبل بداية الحصة.,الصفوف,صفوف,فُعُول ,جمع كثرة,Rows,Sfwf,
قام الحرفي بصنع أربع كراسٍ أنيقة من خشب الصنوبر.,كراسٍ,كراسٍ,فَعَالٍ,جمع كثرة,Chairs,krAsK,
قام الجيران بتنظيم حفلة صغيرة بمناسبة العيد.,الجيران,جيران,فَعَالِيل,جمع كثرة,Neighbors,jyrAn,
قال الحكيم: لا تجادل الحَمْقََى .,الحَمْقََى,حَمْقََى,فَعْلَى,جمع كثرة,Fools,HamoqaaY,
فِي ٱلْمَدْرَسَةِ عِدَّةُ مَكَاتِبِ خَاصَّةٍ بِٱلْمُعَلِّمِينَ,مَكَاتِبِ,مَكَاتِب,مَفَاعِل,جمع كثرة,Offices,makaAtibi,
فِي الْمَكْتَبَةِ، يُوْجَدُ الْعَدِيدُ مِنَ الْأَقْلَامِ الْمُلَوَّنَةِ الَّتِي يُحِبُّ الْأَطْفَالُ اِسْتِخْدَامَهَا.,الْأَقْلَامِ,أََقْْلَام,أَفْعَال,جمع قلة,pens,>aaqoolaAm,
فِي المَسَاءِ، تَجَمَّعَتْ  أَهِلَّةُ الشَّهْرِ الجَدِيدِ فِي السَّمَاءِ، لِيُضِيئُوا اللَّيْلَ بِنُورِهِمْ, أَهِلَّةُ , أَهِلَّةُ ,أَفْعِلَة,جمع قلة,Crescents (moon),>ahil~apu,
فِي المَزْرَعَةِ، كانَ هُنَاكَ عِدَّةُ خَنَازِيرِ تَتَجَوَّلُ بِحُرِّيَّةٍ,خَنَازِيرِ,خَنَازِيرِ,فَعَالِيل,جمع كثرة,Pigs, khanaaziir,
في المَزَارِع الحديثة، يتم استخدام تقنيات متقدمة لتحسين الإنتاج الزراعي.,المَزَارِع ,مَزَارِع ,مَفَاعِل,جمع كثرة,Farms,mazaAriE,
في الغابة، كانت النُّمور  تجوب المنطقة بحثًا عن فريسة., النُّمور ,نُمور ,فُعُول ,جمع كثرة,Tigers,numwr,
في الجبال الباردة، تذوب الحَلائِب وتصب في الأنهار الجارية.,الحَلائِب ,حَلائِب,فَعَائِل,جمع كثرة,Clouds,HalA}ib,
في الأزمات، يلجأ الناس دائمًا إلى العُقَلاء لحل الخلافات., العُقَلاء ,عُقَلاء ,فُعَلاء,جمع كثرة,Wise men,EuqalA',
فقدت أحد الأزرار من قميصي الجديد., الأزرار,أزْرَار,أَفْعَال,جمع قلة,Buttons,>zoraAr,
فض العلماء بعض الأفكار التي اعتبروها بِدَع مخالفة للشريعة,بِدَع,بِدَع,فِعَل,جمع كثرة,"Heresies
",bidaE,
فَتَحَتِ الشَّبَابِيكَ لِيَدْخُلَ الهَوَاءُ النَّقِيُّ إِلَى المَنْزِلِ.,الشَّبَابِيكَ,شَبَابِيكَ,فَعَالِيل,جمع كثرة,Windows,$abaAbiyka,
غُصُونُ الأَشْجَارِ تَمَايَلَتْ مَعَ الرِّيَاحِ.,غُصُونُ,غُصُون,فُعُول ,جمع كثرة ,Branches,guSuwnu,
غُرست الأشجار في معظم الأحياء السكنية.,الأحياء,أحياء,أَفْعَال,جمع قلة,Neighborhoods,>HyA',
غَرَسَ الرَّحَّالَةُ الأَوْتَادَ لِتَثْبِيتِ الخَيْمَةِ.,الأَوْتَادَ, أَوْتَادَ,أَفْعَال,جمع قلة,Tent pegs,>awotaAda,
غِرْبانُ الليلِ كانت تحلقُ في السماء أثناء غروب الشمس.,غِرْبانُ,غِرْبانُ,فِعْلان,جمع كثرة,Crows,girobAnu,
غِرَاسُ الأَشْجَارِ تَزِيدُ مِنْ جَمَالِ الحَدَائِقِ.,غِرَاسُ,غِرَاسُ,فِعَال,جمع كثرة,Plantings,giraAsu,
عِنْدَمَا نَظَرَتْ إِلَى السَّماءِ ، كَانَتْ الأَعْيُنُ تُراقِبُ كُلَّ حَرَكَةٍ بِدِقَّةٍ واهْتِمامٍ .,الأَعْيُنُ,أَعْيُن,أَفْعُل,جمع قلة,Eyes,>aEyun,
علّقت لوحات الفنانين على جدران المرسم.,جدران,جدران,فُعْلان,جمع كثرة,Walls,jdrAn,
عُلقَت المعاطف على المشاجب عند المدخل.,المعاطف,معاطف,مَفَاعِل,جمع كثرة,Coats,mEATf,
عُلقَت المعاطف على المشاجب عند المدخل.,المشاجب,مشاجب,مَفَاعِل,جمع كثرة,Peels,m$Ajb,
علقت المدرسة ثلاث خرائط تعليمية على جدران الفصول.,خرائط,خرائط,فَعَائِل,جمع كثرة,Maps,xrA}T,
علّقت الصور الجميلة على جدران المعرض,الصور ,صور,فُعَل,جمع كثرة,Pictures,Swr,
علت الأصوات في الحفل الكبير.,الأصوات,أصْوَات,أَفْعَال,جمع قلة,Sounds,>SowaAt,
